Query	Hit type	PSSM-ID	From	To	E-Value	Bitscore	Accession	Short name	Incomplete	Superfamily	Definition
Q#113 - >gb|KAF6215470.1|[hypothetical protein GE061_010224 [Apolygus lucorum]]	superfamily	223551	229	635	1.14903e-15	79.5911	cl43152	KefB superfamily	 - 	 - 	Kef-type K+ transport system, membrane component KefB [Inorganic ion transport and metabolism]; Kef-type K+ transport systems, membrane components [Inorganic ion transport and metabolism].
Q#113 - >gb|KAF6215470.1|[hypothetical protein GE061_010224 [Apolygus lucorum]]	superfamily	235410	232	434	2.70576e-05	47.1177	cl35306	PRK05326 superfamily	C	 - 	potassium/proton antiporter; potassium/proton antiporter.  
Q#113 - >gb|KAF6215470.1|[hypothetical protein GE061_010224 [Apolygus lucorum]]	superfamily	225802	233	611	0.00176038	41.2344	cl34572	NhaP2 superfamily	C	 - 	NhaP-type Na+/H+ and K+/H+ antiporter with C-terminal TrkAC and CorC domains [Energy production and conversion, Inorganic ion transport and metabolism]; NhaP-type Na+/H+ and K+/H+ antiporters with a unique C-terminal domain [Inorganic ion transport and metabolism].
Q#114 - >gb|KAF6211782.1|[hypothetical protein GE061_012297 [Apolygus lucorum]]	superfamily	445932	367	601	2.48147e-49	171.705	cl02808	RT_like superfamily	 - 	 - 	RT_like: Reverse transcriptase (RT, RNA-dependent DNA polymerase)_like family. An RT gene is usually indicative of a mobile element such as a retrotransposon or retrovirus. RTs occur in a variety of mobile elements, including retrotransposons, retroviruses, group II introns, bacterial msDNAs, hepadnaviruses, and caulimoviruses. These elements can be divided into two major groups. One group contains retroviruses and DNA viruses whose propagation involves an RNA intermediate. They are grouped together with transposable elements containing long terminal repeats (LTRs). The other group, also called poly(A)-type retrotransposons, contain fungal mitochondrial introns and transposable elements that lack LTRs.
Q#114 - >gb|KAF6211782.1|[hypothetical protein GE061_012297 [Apolygus lucorum]]	superfamily	444936	31	77	0.00320947	37.7273	cl00490	EEP superfamily	NC	 - 	Exonuclease-Endonuclease-Phosphatase (EEP) domain superfamily; This large superfamily includes the catalytic domain (exonuclease/endonuclease/phosphatase or EEP domain) of a diverse set of proteins including the ExoIII family of apurinic/apyrimidinic (AP) endonucleases, inositol polyphosphate 5-phosphatases (INPP5), neutral sphingomyelinases (nSMases), deadenylases (such as the vertebrate circadian-clock regulated nocturnin), bacterial cytolethal distending toxin B (CdtB), deoxyribonuclease 1 (DNase1), the endonuclease domain of the non-LTR retrotransposon LINE-1, and related domains. These diverse enzymes share a common catalytic mechanism of cleaving phosphodiester bonds; their substrates range from nucleic acids to phospholipids and perhaps proteins.
Q#115 - >gb|KAF6215170.1|[hypothetical protein GE061_009921 [Apolygus lucorum]]	superfamily	223104	100	507	7.82096e-12	66.9359	cl42993	NhaP superfamily	 - 	 - 	NhaP-type Na+/H+ or K+/H+ antiporter [Inorganic ion transport and metabolism]; NhaP-type Na+/H+ and K+/H+ antiporters [Inorganic ion transport and metabolism].
Q#115 - >gb|KAF6215170.1|[hypothetical protein GE061_009921 [Apolygus lucorum]]	superfamily	445285	103	493	2.8094e-09	58.8056	cl01133	Na_H_Exchanger superfamily	 - 	 - 	Sodium/hydrogen exchanger family; Na/H antiporters are key transporters in maintaining the pH of actively metabolising cells. The molecular mechanisms of antiport are unclear. These antiporters contain 10-12 transmembrane regions (M) at the amino-terminus and a large cytoplasmic region at the carboxyl terminus. The transmembrane regions M3-M12 share identity with other members of the family. The M6 and M7 regions are highly conserved. Thus, this is thought to be the region that is involved in the transport of sodium and hydrogen ions. The cytoplasmic region has little similarity throughout the family.
Q#116 - >gb|KAF6205445.1|[hypothetical protein GE061_019617 [Apolygus lucorum]]	superfamily	444936	17	89	2.55227e-06	45.4313	cl00490	EEP superfamily	N	 - 	Exonuclease-Endonuclease-Phosphatase (EEP) domain superfamily; This large superfamily includes the catalytic domain (exonuclease/endonuclease/phosphatase or EEP domain) of a diverse set of proteins including the ExoIII family of apurinic/apyrimidinic (AP) endonucleases, inositol polyphosphate 5-phosphatases (INPP5), neutral sphingomyelinases (nSMases), deadenylases (such as the vertebrate circadian-clock regulated nocturnin), bacterial cytolethal distending toxin B (CdtB), deoxyribonuclease 1 (DNase1), the endonuclease domain of the non-LTR retrotransposon LINE-1, and related domains. These diverse enzymes share a common catalytic mechanism of cleaving phosphodiester bonds; their substrates range from nucleic acids to phospholipids and perhaps proteins.
Q#117 - >gb|KAF6203717.1|[hypothetical protein GE061_002050 [Apolygus lucorum]]	superfamily	444936	44	187	1.07528e-09	55.8316	cl00490	EEP superfamily	 - 	 - 	Exonuclease-Endonuclease-Phosphatase (EEP) domain superfamily; This large superfamily includes the catalytic domain (exonuclease/endonuclease/phosphatase or EEP domain) of a diverse set of proteins including the ExoIII family of apurinic/apyrimidinic (AP) endonucleases, inositol polyphosphate 5-phosphatases (INPP5), neutral sphingomyelinases (nSMases), deadenylases (such as the vertebrate circadian-clock regulated nocturnin), bacterial cytolethal distending toxin B (CdtB), deoxyribonuclease 1 (DNase1), the endonuclease domain of the non-LTR retrotransposon LINE-1, and related domains. These diverse enzymes share a common catalytic mechanism of cleaving phosphodiester bonds; their substrates range from nucleic acids to phospholipids and perhaps proteins.
Q#118 - >gb|KAF6201166.1|[hypothetical protein GE061_005613 [Apolygus lucorum]]	superfamily	445932	291	398	1.61519e-19	86.5762	cl02808	RT_like superfamily	C	 - 	RT_like: Reverse transcriptase (RT, RNA-dependent DNA polymerase)_like family. An RT gene is usually indicative of a mobile element such as a retrotransposon or retrovirus. RTs occur in a variety of mobile elements, including retrotransposons, retroviruses, group II introns, bacterial msDNAs, hepadnaviruses, and caulimoviruses. These elements can be divided into two major groups. One group contains retroviruses and DNA viruses whose propagation involves an RNA intermediate. They are grouped together with transposable elements containing long terminal repeats (LTRs). The other group, also called poly(A)-type retrotransposons, contain fungal mitochondrial introns and transposable elements that lack LTRs.
Q#120 - >gb|KAF6215665.1|[hypothetical protein GE061_010421 [Apolygus lucorum]]	superfamily	428061	1628	1710	1.7713e-31	119.23	cl04666	CwfJ_C_2 superfamily	 - 	 - 	Protein similar to CwfJ C-terminus 2; This region is found in the N-terminus of Schizosaccharomyces pombe protein CwfJ. CwfJ is part of the Cdc5p complex involved in mRNA splicing.
Q#120 - >gb|KAF6215665.1|[hypothetical protein GE061_010421 [Apolygus lucorum]]	superfamily	444767	1496	1619	7.01401e-30	115.551	cl00228	HIT_like superfamily	 - 	 - 	HIT family: HIT (Histidine triad) proteins, named for a motif related to the sequence HxHxH/Qxx (x, a hydrophobic amino acid), are a superfamily of nucleotide hydrolases and transferases, which act on the alpha-phosphate of ribonucleotides. On the basis of sequence, substrate specificity, structure, evolution and mechanism, HIT proteins are classified in the literacture into three major branches: the Hint branch, which consists of adenosine 5' -monophosphoramide hydrolases, the Fhit branch, that consists of diadenosine polyphosphate hydrolases, and the GalT branch consisting of specific nucloside monophosphate transferases. Further sequence analysis reveals several new closely related, yet uncharacterized subgroups.
Q#120 - >gb|KAF6215665.1|[hypothetical protein GE061_010421 [Apolygus lucorum]]	superfamily	453027	756	920	4.39498e-16	80.842	cl29593	WD40 superfamily	C	 - 	WD40 domain, found in a number of eukaryotic proteins that cover a wide variety of functions including adaptor/regulatory modules in signal transduction, pre-mRNA processing and cytoskeleton assembly; typically contains a GH dipeptide 11-24 residues from its N-terminus and the WD dipeptide at its C-terminus and is 40 residues long, hence the name WD40; between GH and WD lies a conserved core; serves as a stable propeller-like platform to which proteins can bind either stably or reversibly; forms a propeller-like structure with several blades where each blade is composed of a four-stranded anti-parallel b-sheet; instances with few detectable copies are hypothesized to form larger structures by dimerization; each WD40 sequence repeat forms the first three strands of one blade and the last strand in the next blade; the last C-terminal WD40 repeat completes the blade structure of the first WD40 repeat to create the closed ring propeller-structure; residues on the top and bottom surface of the propeller are proposed to coordinate interactions with other proteins and/or small ligands; 7 copies of the repeat are present in this alignment.
Q#120 - >gb|KAF6215665.1|[hypothetical protein GE061_010421 [Apolygus lucorum]]	superfamily	225201	632	925	2.63094e-10	64.7247	cl43672	WD40 superfamily	C	 - 	WD40 repeat  [General function prediction only]; FOG: WD40 repeat [General function prediction only].
Q#120 - >gb|KAF6215665.1|[hypothetical protein GE061_010421 [Apolygus lucorum]]	superfamily	453027	321	494	1.19417e-07	55.4188	cl29593	WD40 superfamily	C	 - 	WD40 domain, found in a number of eukaryotic proteins that cover a wide variety of functions including adaptor/regulatory modules in signal transduction, pre-mRNA processing and cytoskeleton assembly; typically contains a GH dipeptide 11-24 residues from its N-terminus and the WD dipeptide at its C-terminus and is 40 residues long, hence the name WD40; between GH and WD lies a conserved core; serves as a stable propeller-like platform to which proteins can bind either stably or reversibly; forms a propeller-like structure with several blades where each blade is composed of a four-stranded anti-parallel b-sheet; instances with few detectable copies are hypothesized to form larger structures by dimerization; each WD40 sequence repeat forms the first three strands of one blade and the last strand in the next blade; the last C-terminal WD40 repeat completes the blade structure of the first WD40 repeat to create the closed ring propeller-structure; residues on the top and bottom surface of the propeller are proposed to coordinate interactions with other proteins and/or small ligands; 7 copies of the repeat are present in this alignment.
Q#120 - >gb|KAF6215665.1|[hypothetical protein GE061_010421 [Apolygus lucorum]]	superfamily	225201	260	664	5.28162e-07	54.3243	cl43672	WD40 superfamily	 - 	 - 	WD40 repeat  [General function prediction only]; FOG: WD40 repeat [General function prediction only].
Q#120 - >gb|KAF6215665.1|[hypothetical protein GE061_010421 [Apolygus lucorum]]	superfamily	225201	475	887	1.01061e-05	50.0871	cl43672	WD40 superfamily	 - 	 - 	WD40 repeat  [General function prediction only]; FOG: WD40 repeat [General function prediction only].
Q#120 - >gb|KAF6215665.1|[hypothetical protein GE061_010421 [Apolygus lucorum]]	superfamily	225201	321	493	1.15962e-05	50.0871	cl43672	WD40 superfamily	N	 - 	WD40 repeat  [General function prediction only]; FOG: WD40 repeat [General function prediction only].
Q#120 - >gb|KAF6215665.1|[hypothetical protein GE061_010421 [Apolygus lucorum]]	superfamily	237171	1127	1249	2.39291e-05	49.1319	cl36163	PRK12678 superfamily	NC	 - 	transcription termination factor Rho; Provisional
Q#122 - >gb|KAF6204691.1|[hypothetical protein GE061_018852 [Apolygus lucorum]]	superfamily	444754	1450	1606	3.05715e-52	180.924	cl00213	DNA_BRE_C superfamily	 - 	 - 	DNA breaking-rejoining enzymes, C-terminal catalytic domain; The DNA breaking-rejoining enzyme superfamily includes type IB topoisomerases and tyrosine based site-specific recombinases (integrases) that share the same fold in their catalytic domain containing conserved active site residues. The best-studied members of this diverse superfamily include Human topoisomerase I, the bacteriophage lambda integrase, the bacteriophage P1 Cre recombinase, the yeast Flp recombinase, and the bacterial XerD/C recombinases. Their overall reaction mechanism is essentially identical and involves cleavage of a single strand of a DNA duplex by nucleophilic attack of a conserved tyrosine to give a 3' phosphotyrosyl protein-DNA adduct. In the second rejoining step, a terminal 5' hydroxyl attacks the covalent adduct to release the enzyme and generate duplex DNA. The enzymes differ in that topoisomerases cleave and then rejoin the same 5' and 3' termini, whereas a site-specific recombinase transfers a 5' hydroxyl generated by recombinase cleavage to a new 3' phosphate partner located in a different duplex region. Many DNA breaking-rejoining enzymes also have N-terminal domains, which show little sequence or structure similarity.
Q#122 - >gb|KAF6204691.1|[hypothetical protein GE061_018852 [Apolygus lucorum]]	superfamily	227596	175	515	5.09618e-11	68.1019	cl34967	MDN1 superfamily	N	 - 	Midasin, AAA ATPase with  vWA domain, involved in ribosome maturation  [Translation, ribosomal structure and biogenesis]; AAA ATPase containing von Willebrand factor type A (vWA) domain [General function prediction only].
Q#122 - >gb|KAF6204691.1|[hypothetical protein GE061_018852 [Apolygus lucorum]]	superfamily	273344	217	481	9.69634e-07	53.846	cl36772	2A1904 superfamily	N	 - 	K+-dependent Na+/Ca+ exchanger; [Transport and binding proteins, Cations and iron carrying compounds]
Q#122 - >gb|KAF6204691.1|[hypothetical protein GE061_018852 [Apolygus lucorum]]	superfamily	411231	280	621	1.19881e-05	50.3096	cl41352	MSCRAMM_ClfA superfamily	N	 - 	MSCRAMM family adhesin clumping factor ClfA; Clumping factor A is an MSCRAMM (Microbial Surface Components Recognizing Adhesive Matrix Molecules). It is heavily studied in Staphylococcus aureus both for its biological role in adhesion and for its potential for vaccination. Features of the sequence, but also of other MSCRAMM adhesins, include a long run of Ser-Asp dipeptide repeats and a C-terminal cell wall anchoring LPXTG motif.
